reward_id	exp_reward	gold_reward	gem_reward	fame_reward	card__reward	pack__reward	another__reward
204	0	100	0	0	0	0	0
205	0	150	0	0	0	0	0
206	0	200	0	0	0	0	0
207	0	200	0	0	0	0	0
208	0	200	0	0	0	0	0
209	0	200	0	0	0	0	0
210	0	200	0	0	0	0	0
301	0	10	0	0	0	0	0
302	0	30	0	0	0	0	0
303	0	50	0	0	0	0	0
304	0	100	0	0	0	0	0
305	0	150	0	0	0	0	0
306	0	200	0	0	0	0	0
307	0	250	0	0	0	0	0
308	0	300	0	0	0	0	0
309	0	400	0	0	0	0	0
310	0	30	0	0	0	0	0
311	0	60	0	0	0	0	0
312	0	200	0	0	0	0	0
313	0	30	0	0	0	0	0
314	0	60	0	0	0	0	0
315	0	200	0	0	0	0	0
316	0	30	0	0	0	0	0
317	0	60	0	0	0	0	0
318	0	200	0	0	0	0	0
319	0	30	0	0	0	0	0
320	0	60	0	0	0	0	0
321	0	200	0	0	0	0	0
322	0	30	0	0	0	0	0
323	0	60	0	0	0	0	0
324	0	200	0	0	0	0	0
325	0	60	0	0	0	0	0
326	0	120	0	0	0	0	0
327	0	240	0	0	0	0	0
328	0	480	0	0	0	0	0
329	0	120	0	0	0	0	0
330	0	0	10	0	0	0	0
401	0	0	5	0	0	0	0
402	0	0	10	0	0	0	0
403	0	0	15	0	0	0	0
404	0	0	20	0	0	0	0
405	0	0	25	0	0	0	0
406	0	0	30	0	0	0	0
407	0	0	40	0	0	0	0
408	0	0	5	0	0	0	0
409	0	0	10	0	0	0	0
410	0	0	15	0	0	0	0
411	0	0	15	0	0	0	0
500	0	100	0	0	0	0	0
501	0	200	0	0	0	0	0
502	0	50	0	0	0	0	0
503	0	100	0	0	0	0	0
504	0	150	0	0	0	0	0
505	0	200	0	0	0	0	0
506	0	0	10	0	0	0	0
507	0	30	0	0	0	0	0
508	0	50	0	0	0	0	0
509	0	100	0	0	0	0	0
510	0	150	0	0	0	0	0
511	0	60	0	0	0	0	0
512	0	100	0	0	0	0	0
513	0	200	0	0	0	0	0
514	0	30	0	0	0	0	0
515	0	50	0	0	0	0	0
516	0	100	0	0	0	0	0
517	0	200	0	0	0	0	0
518	0	250	0	0	0	0	0
519	0	200	0	0	0	0	0
520	0	200	0	0	0	0	0
521	0	0	5	0	0	0	0
522	0	0	5	0	0	0	0
523	0	0	5	0	0	0	0
524	0	0	5	0	0	0	0
525	0	0	10	0	0	0	0
526	0	0	10	0	0	0	0
527	0	0	10	0	0	0	0
528	0	0	10	0	0	0	0
529	0	0	10	0	0	0	0
530	0	0	5	0	0	0	0
531	0	0	5	0	0	0	0
5000	0	100	0	0	0	100#1	0
5001	0	300	0	0	0	100#1	0
5002	0	400	0	0	0	100#2	0
5003	0	500	0	0	0	100#2	0
5004	0	600	0	0	0	100#3	0
5005	0	700	0	0	0	100#3	0
5006	0	800	0	0	0	100#4	0
5007	0	900	0	0	0	100#4	0
5008	0	1000	0	0	0	101#1,100#1	0
5009	0	1100	0	0	0	101#1,100#2	0
5010	0	1200	0	0	0	101#1,100#3	0
5011	0	1300	0	0	0	101#1,100#4	0
5012	0	1500	0	0	0	101#2	0
5013	0	1600	0	0	0	101#2,100#1	0
5014	0	1700	0	0	0	101#2,100#2	0
5015	0	1800	0	0	0	101#2,100#3	0
5016	0	2000	0	0	0	101#3	0
5017	0	2100	0	0	0	101#3,100#1	0
5018	0	2200	0	0	0	101#3,100#2	0
5019	0	2300	0	0	0	102#1,101#2,100#2	0
5020	0	2500	0	0	0	102#1,101#2,100#3	0
5021	0	2600	0	0	0	102#1,101#3,100#2	0
5022	0	2700	0	0	0	102#1,101#4,100#1	0
5023	0	2800	0	0	0	102#2,101#2,100#2	0
5024	0	3000	0	0	0	102#2,101#3,100#1	0
5025	0	3000	0	0	0	102#2,101#4	0
5026	0	3000	0	0	0	102#3,101#3	0
5027	0	3000	0	0	0	102#4,101#2	0
5030	0	0	0	0	0	101#1	0
5031	0	30	0	0	0	101#1	0
5032	0	45	0	0	0	101#1	0
5033	0	80	0	0	0	101#1	0
5034	0	0	0	0	0	102#1	0
5035	0	0	0	0	0	102#1,101#1	0
5036	0	0	0	0	0	0	0
3000	60	15	0	0	110039#2	0	0
3001	180	15	0	0	110040#2	0	0
3002	240	15	0	0	340007#2	0	0
3003	300	15	0	0	410004#2	0	0
3004	360	15	0	0	10002#1	0	0
3005	420	15	0	0	200000#2	100#10	0
3006	480	30	0	0	440001#2	0	0
3007	540	30	0	0	410000#2	0	0
3008	600	30	0	0	140012#1	0	0
3009	660	60	0	0	0	0	0
3010	720	30	0	0	440005#2	0	0
3011	780	30	0	0	140007#2	100#5	0
3012	840	20	0	0	50002#1	0	0
3013	900	20	0	0	140002#2	0	0
3014	960	20	0	0	40002#1	0	0
3015	1020	20	0	0	240000#2	100#1	0
3016	1080	20	0	0	10004#1	0	0
3017	1140	20	0	0	10005#1	0	0
3018	1200	25	0	0	0	101#1	0
3019	1260	25	0	0	40004#1	0	0
3020	1320	25	0	0	30002#1	0	0
3021	1380	25	0	0	30005#1	101#1	0
3022	1440	25	0	0	30004#1	0	0
3023	1500	25	0	0	30003#1	0	0
3024	1560	30	0	0	40005#1	101#1	0
3025	1620	30	0	0	20002#1	0	0
3026	1680	30	0	0	40003#1	0	0
3027	1740	30	0	0	10003#1	101#1	0
3028	1800	30	0	0	150028#1	0	0
3029	1920	30	0	0	110027#1	102#1	0
3030	1980	40	0	0	110031#2	0	0
3031	2040	80	0	0	0	0	0
3032	2100	40	0	0	330005#2	0	0
3033	2160	80	0	0	0	0	0
3034	2220	40	0	0	110035#2	0	0
3035	2280	40	0	0	110007#1	0	0
3036	0	0	0	0	0	0	0
3037	0	0	0	0	0	0	0
3038	0	0	0	0	0	0	0
3039	0	0	0	0	0	0	0
3040	0	0	0	0	0	0	0
3041	0	0	0	0	0	0	0
3042	0	0	0	0	0	0	0
3043	0	0	0	0	0	0	0
3044	0	0	0	0	0	0	0
3045	0	0	0	0	0	0	0
3046	0	0	0	0	0	0	0
3047	0	0	0	0	0	0	0
3048	0	0	0	0	0	0	0
3049	0	0	0	0	0	0	0
3050	0	0	0	0	0	0	0
3051	0	0	0	0	0	0	0
3052	0	0	0	0	0	0	0
3053	0	0	0	0	0	0	0
3054	0	0	0	0	0	0	0
3055	0	0	0	0	0	0	0
3056	0	0	0	0	0	0	0
3057	0	0	0	0	0	0	0
3058	0	0	0	0	0	0	0
3059	0	0	0	0	0	0	0
3060	0	0	0	0	0	0	0
3061	0	0	0	0	0	0	0
3062	0	0	0	0	0	0	0
3063	0	0	0	0	0	0	0
3064	0	0	0	0	0	0	0
3065	0	0	0	0	0	0	0
3066	0	0	0	0	0	0	0
3067	0	0	0	0	0	0	0
3068	0	0	0	0	0	0	0
3069	0	0	0	0	0	0	0
3070	0	0	0	0	0	0	0
3071	0	0	0	0	0	0	0
3072	0	0	0	0	0	0	0
3073	0	0	0	0	0	0	0
3074	0	0	0	0	0	0	0
3075	0	0	0	0	0	0	0
3076	0	0	0	0	0	0	0
3600	0	0	0	30	0	0	0
3601	0	0	0	30	0	0	0
3602	0	0	0	30	0	0	0
3603	0	0	0	30	0	0	0
3604	0	0	0	30	0	0	0
3605	0	0	0	30	0	0	0
3606	0	0	0	30	0	0	0
3607	0	0	0	30	0	0	0
3608	0	0	0	30	0	0	0
3609	0	0	0	30	0	0	0
3610	0	0	0	30	0	0	0
3611	0	0	0	30	0	0	0
3612	0	0	0	30	0	0	0
3613	0	0	0	30	0	0	0
3614	0	0	0	30	0	0	0
3615	0	0	0	30	0	0	0
3616	0	0	0	30	0	0	0
3617	0	0	0	30	0	0	0
3618	0	0	0	30	0	0	0
3619	0	0	0	30	0	0	0
3620	0	0	0	30	0	0	0
3621	0	0	0	30	0	0	0
3622	0	0	0	30	0	0	0
3623	0	0	0	30	0	0	0
3624	0	0	0	30	0	0	0
3625	0	0	0	30	0	0	0
3626	0	0	0	30	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
