quest_id	class	quest_name	quest_require	icon	condition	quest_type	restrictions	camp	amount	reward_id	exp_reward	gold_reward	gem_reward	fame_reward	card__reward	pack__reward
132	10	121	120	img_AchievementsIcon04	131	6	0	0	33	132	0	70	0	0	0	150#1,100#1
133	10	121	120	img_AchievementsIcon04	132	6	0	0	34	133	0	70	0	0	0	151#1
134	10	121	120	img_AchievementsIcon05	133	6	0	0	35	134	0	70	0	0	0	150#1,100#1
135	10	121	120	img_AchievementsIcon05	134	6	0	0	36	135	0	80	0	0	0	150#1,100#1
136	10	121	120	img_AchievementsIcon05	135	6	0	0	37	136	0	80	0	0	0	151#1
137	10	121	120	img_AchievementsIcon05	136	6	0	0	38	137	0	80	0	0	0	151#1
138	10	121	120	img_AchievementsIcon05	137	6	0	0	39	138	0	80	0	0	0	151#1
139	10	121	120	img_AchievementsIcon05	138	6	0	0	40	139	0	80	0	0	0	152#1
140	10	121	120	img_AchievementsIcon05	139	6	0	0	41	140	0	80	0	0	0	101#1
141	10	121	120	img_AchievementsIcon05	140	6	0	0	42	141	0	80	0	0	0	101#1
142	10	121	120	img_AchievementsIcon05	141	6	0	0	43	142	0	80	0	0	0	101#1
143	10	121	120	img_AchievementsIcon05	142	6	0	0	44	143	0	80	0	0	0	101#1
144	10	121	120	img_AchievementsIcon05	143	6	0	0	45	144	0	80	0	0	0	101#1
145	10	121	120	img_AchievementsIcon05	144	6	0	0	46	145	0	150	0	0	0	0
146	10	121	120	img_AchievementsIcon05	145	6	0	0	47	146	0	150	0	0	0	0
147	10	121	120	img_AchievementsIcon05	146	6	0	0	48	147	0	150	0	0	0	0
148	10	121	120	img_AchievementsIcon05	147	6	0	0	49	148	0	150	0	0	0	0
149	10	121	120	img_AchievementsIcon05	148	6	0	0	50	149	0	150	0	0	0	0
150	10	121	120	img_AchievementsIcon05	149	6	0	0	51	150	0	150	0	0	0	0
151	10	121	120	img_AchievementsIcon05	150	6	0	0	52	151	0	150	0	0	0	0
152	10	121	120	img_AchievementsIcon05	151	6	0	0	53	152	0	150	0	0	0	0
153	10	121	120	img_AchievementsIcon05	152	6	0	0	54	153	0	150	0	0	0	0
154	10	121	120	img_AchievementsIcon05	153	6	0	0	55	154	0	150	0	0	0	0
155	10	121	120	img_AchievementsIcon05	154	6	0	0	56	155	0	150	0	0	0	0
156	10	121	120	img_AchievementsIcon05	155	6	0	0	57	156	0	150	0	0	0	0
157	10	121	120	img_AchievementsIcon05	156	6	0	0	58	157	0	150	0	0	0	0
158	10	121	120	img_AchievementsIcon05	157	6	0	0	59	158	0	150	0	0	0	0
159	10	121	120	img_AchievementsIcon05	158	6	0	0	60	159	0	150	0	0	0	0
160	10	121	120	img_AchievementsIcon05	159	6	0	0	61	160	0	150	0	0	0	0
161	10	121	120	img_AchievementsIcon05	160	6	0	0	62	161	0	150	0	0	0	0
162	10	121	120	img_AchievementsIcon05	161	6	0	0	63	162	0	150	0	0	0	0
163	10	121	120	img_AchievementsIcon05	162	6	0	0	64	163	0	150	0	0	0	0
164	10	121	120	img_AchievementsIcon05	163	6	0	0	65	164	0	150	0	0	0	0
165	10	121	120	img_AchievementsIcon05	164	6	0	0	66	165	0	150	0	0	0	0
166	10	121	120	img_AchievementsIcon05	165	6	0	0	67	166	0	150	0	0	0	0
167	10	121	120	img_AchievementsIcon05	166	6	0	0	68	167	0	150	0	0	0	0
168	10	121	120	img_AchievementsIcon05	167	6	0	0	69	168	0	150	0	0	0	0
169	10	121	120	img_AchievementsIcon05	168	6	0	0	70	169	0	150	0	0	0	0
170	10	121	120	img_AchievementsIcon05	169	6	0	0	71	170	0	150	0	0	0	0
171	10	121	120	img_AchievementsIcon05	170	6	0	0	72	171	0	150	0	0	0	0
172	10	121	120	img_AchievementsIcon05	171	6	0	0	73	172	0	150	0	0	0	0
173	10	121	120	img_AchievementsIcon05	172	6	0	0	74	173	0	150	0	0	0	0
174	10	121	120	img_AchievementsIcon05	173	6	0	0	75	174	0	150	0	0	0	0
175	10	121	120	img_AchievementsIcon05	174	6	0	0	76	175	0	150	0	0	0	0
176	10	121	120	img_AchievementsIcon05	175	6	0	0	77	176	0	150	0	0	0	0
177	10	121	120	img_AchievementsIcon05	176	6	0	0	78	177	0	150	0	0	0	0
178	10	121	120	img_AchievementsIcon05	177	6	0	0	79	178	0	150	0	0	0	0
179	10	121	120	img_AchievementsIcon05	178	6	0	0	80	179	0	150	0	0	0	0
180	10	121	120	img_AchievementsIcon05	179	6	0	0	81	180	0	150	0	0	0	0
181	10	121	120	img_AchievementsIcon05	180	6	0	0	82	181	0	150	0	0	0	0
182	10	121	120	img_AchievementsIcon05	181	6	0	0	83	182	0	150	0	0	0	0
183	10	121	120	img_AchievementsIcon05	182	6	0	0	84	183	0	150	0	0	0	0
184	10	121	120	img_AchievementsIcon05	183	6	0	0	85	184	0	150	0	0	0	0
185	10	121	120	img_AchievementsIcon05	184	6	0	0	86	185	0	150	0	0	0	0
186	10	121	120	img_AchievementsIcon05	185	6	0	0	87	186	0	150	0	0	0	0
187	10	121	120	img_AchievementsIcon05	186	6	0	0	88	187	0	150	0	0	0	0
188	10	121	120	img_AchievementsIcon05	187	6	0	0	89	188	0	150	0	0	0	0
189	10	121	120	img_AchievementsIcon05	188	6	0	0	90	189	0	150	0	0	0	0
190	10	121	120	img_AchievementsIcon05	189	6	0	0	91	190	0	150	0	0	0	0
191	10	121	120	img_AchievementsIcon05	190	6	0	0	92	191	0	150	0	0	0	0
192	10	121	120	img_AchievementsIcon05	191	6	0	0	93	192	0	150	0	0	0	0
193	10	121	120	img_AchievementsIcon05	192	6	0	0	94	193	0	150	0	0	0	0
194	10	121	120	img_AchievementsIcon05	193	6	0	0	95	194	0	150	0	0	0	0
195	10	121	120	img_AchievementsIcon05	194	6	0	0	96	195	0	150	0	0	0	0
196	10	121	120	img_AchievementsIcon05	195	6	0	0	97	196	0	150	0	0	0	0
197	10	121	120	img_AchievementsIcon05	196	6	0	0	98	197	0	150	0	0	0	0
198	10	121	120	img_AchievementsIcon05	197	6	0	0	99	198	0	150	0	0	0	0
199	10	121	120	img_AchievementsIcon05	198	6	0	0	100	199	0	150	0	0	0	0
201	20	132	131	img_AchievementsIcon06	0	5	1	0	10	201	0	10	0	0	0	0
202	20	133	131	img_AchievementsIcon06	201	5	1	0	30	202	0	30	0	0	0	0
203	20	134	131	img_AchievementsIcon06	202	5	1	0	50	203	0	50	0	0	0	0
204	20	135	131	img_AchievementsIcon07	203	5	1	0	100	204	0	100	0	0	0	0
205	20	136	131	img_AchievementsIcon07	204	5	1	0	150	205	0	150	0	0	0	0
206	20	137	131	img_AchievementsIcon08	205	5	1	0	200	206	0	200	0	0	0	0
207	20	138	131	img_AchievementsIcon08	206	5	1	0	300	207	0	200	0	0	0	0
208	20	139	131	img_AchievementsIcon09	207	5	1	0	500	208	0	200	0	0	0	0
209	20	140	131	img_AchievementsIcon09	208	5	1	0	800	209	0	200	0	0	0	0
210	20	141	131	img_AchievementsIcon10	209	5	1	0	1000	210	0	200	0	0	0	0
301	30	143	142	img_AchievementsIcon11	0	1	1	0	10	301	0	10	0	0	0	0
302	30	144	142	img_AchievementsIcon11	301	1	1	0	30	302	0	30	0	0	0	0
303	30	145	142	img_AchievementsIcon12	302	1	1	0	50	303	0	50	0	0	0	0
304	30	146	142	img_AchievementsIcon12	303	1	1	0	100	304	0	100	0	0	0	0
305	30	147	142	img_AchievementsIcon13	304	1	1	0	150	305	0	150	0	0	0	0
306	30	148	142	img_AchievementsIcon13	305	1	1	0	200	306	0	200	0	0	0	0
307	30	149	142	img_AchievementsIcon14	306	1	1	0	300	307	0	250	0	0	0	0
308	30	150	142	img_AchievementsIcon14	307	1	1	0	400	308	0	300	0	0	0	0
309	30	151	142	img_AchievementsIcon15	308	1	1	0	600	309	0	400	0	0	0	0
310	31	195	190	img_AchievementsIcon12	0	1	1	1	20	310	0	30	0	0	0	0
311	31	195	190	img_AchievementsIcon13	310	1	1	1	40	311	0	60	0	0	0	0
312	31	195	190	img_AchievementsIcon14	311	1	1	1	100	312	0	200	0	0	0	0
313	32	196	191	img_AchievementsIcon12	0	1	1	2	20	313	0	30	0	0	0	0
314	32	196	191	img_AchievementsIcon13	313	1	1	2	40	314	0	60	0	0	0	0
315	32	196	191	img_AchievementsIcon14	314	1	1	2	100	315	0	200	0	0	0	0
316	33	197	192	img_AchievementsIcon12	0	1	1	3	20	316	0	30	0	0	0	0
317	33	197	192	img_AchievementsIcon13	316	1	1	3	40	317	0	60	0	0	0	0
318	33	197	192	img_AchievementsIcon14	317	1	1	3	100	318	0	200	0	0	0	0
319	34	198	193	img_AchievementsIcon12	0	1	1	4	20	319	0	30	0	0	0	0
320	34	198	193	img_AchievementsIcon13	319	1	1	4	40	320	0	60	0	0	0	0
321	34	198	193	img_AchievementsIcon14	320	1	1	4	100	321	0	200	0	0	0	0
322	35	199	194	img_AchievementsIcon12	0	1	1	5	20	322	0	30	0	0	0	0
323	35	199	194	img_AchievementsIcon13	322	1	1	5	40	323	0	60	0	0	0	0
324	35	199	194	img_AchievementsIcon14	323	1	1	5	100	324	0	200	0	0	0	0
401	40	153	152	img_AchievementsIcon16	0	7	0	0	400	401	0	0	5	0	0	0
402	40	157	152	img_AchievementsIcon17	401	7	0	0	800	402	0	0	10	0	0	0
403	40	161	152	img_AchievementsIcon18	402	7	0	0	1200	403	0	0	15	0	0	0
404	40	165	152	img_AchievementsIcon19	403	7	0	0	1600	404	0	0	20	0	0	0
405	40	169	152	img_AchievementsIcon20	404	7	0	0	1900	405	0	0	25	0	0	0
406	40	173	152	img_AchievementsIcon21	405	7	0	0	2300	406	0	0	30	0	0	0
407	40	177	152	img_AchievementsIcon22	406	7	0	0	2600	407	0	0	40	0	0	0
500	50	208	102	img_AchievementsIcon02	0	2	0	0	500	500	0	100	0	0	0	0
501	50	208	102	img_AchievementsIcon04	500	2	0	0	1000	501	0	200	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
