deck_id	number	card_id
23	40	130033
23	41	430000
23	42	430000
23	43	230000
23	44	230000
23	45	230000
23	46	330000
23	47	330000
23	48	330000
23	49	330000
23	50	100020
23	51	100020
23	52	330002
23	53	330002
23	54	330003
23	55	330003
23	56	330003
23	57	330003
23	58	330004
23	59	330004
23	60	330004
23	61	330004
23	62	330007
23	63	330007
24	1	30003
24	2	30005
24	3	20002
24	4	130001
24	5	130001
24	6	130001
24	7	130003
24	8	130003
24	9	130003
24	10	130003
24	11	130006
24	12	130006
24	13	130006
24	14	130019
24	15	130019
24	16	130019
24	17	130013
24	18	130013
24	19	130022
24	20	130022
24	21	130022
24	22	130015
24	23	130015
24	24	130022
24	25	130028
24	26	130028
24	27	130028
24	28	130018
24	29	130029
24	30	130029
24	31	130029
24	32	130032
24	33	130032
24	34	130032
24	35	130023
24	36	130035
24	37	130035
24	38	130018
24	39	130033
24	40	130033
24	41	430000
24	42	430000
24	43	230000
24	44	230000
24	45	420008
24	46	330000
24	47	330000
24	48	330000
24	49	330000
24	50	100020
24	51	100020
24	52	420008
24	53	420003
24	54	330006
24	55	330006
24	56	420003
24	57	420003
24	58	320000
24	59	330004
24	60	330004
24	61	320000
24	62	320000
24	63	320000
25	1	90016
25	2	90008
25	3	90009
25	4	300000
25	5	300000
25	6	300000
25	7	300000
25	8	310002
25	9	310002
25	10	310002
25	11	310002
25	12	310004
25	13	310004
25	14	310004
25	15	310004
25	16	350004
25	17	350004
25	18	350004
25	19	350004
25	20	410001
25	21	410001
25	22	410001
25	23	410001
25	24	410002
25	25	410002
25	26	410002
25	27	410002
25	28	410004
25	29	410004
25	30	410004
25	31	410004
25	32	410005
25	33	410005
25	34	410005
25	35	410005
25	36	450001
25	37	450001
25	38	450001
25	39	450001
25	40	410005
25	41	410005
25	42	410005
25	43	410005
25	44	410000
25	45	410000
25	46	410000
25	47	410000
25	48	310003
25	49	310003
25	50	310001
25	51	310001
25	52	310001
25	53	310001
26	1	90017
26	2	90018
26	3	30001
26	4	220000
26	5	220000
26	6	220000
26	7	220001
26	8	220001
26	9	220001
26	10	220001
26	11	220005
26	12	220005
26	13	220005
26	14	320002
26	15	320002
26	16	320002
26	17	320005
26	18	320005
26	19	320005
26	20	330001
26	21	330001
26	22	330001
26	23	330006
26	24	330006
26	25	420004
26	26	420004
26	27	420004
26	28	420004
26	29	420005
26	30	420005
26	31	420005
26	32	420005
26	33	430001
26	34	430001
26	35	430001
26	36	430001
26	37	130004
26	38	130004
26	39	130004
26	40	130005
26	41	130005
26	42	130005
26	43	130006
26	44	130006
26	45	130006
26	46	130007
26	47	130007
26	48	130007
26	49	130005
26	50	130004
26	51	120024
26	52	120024
26	53	120024
27	1	90019
27	2	40003
27	3	40004
27	4	140004
27	5	140004
27	6	140004
27	7	140004
27	8	140006
27	9	140006
27	10	140006
27	11	140006
27	12	140007
27	13	140007
27	14	140007
27	15	140007
27	16	140008
27	17	140008
27	18	140008
27	19	140008
27	20	140012
27	21	140012
27	22	140015
27	23	140015
27	24	140015
27	25	140015
27	26	140039
27	27	140039
27	28	140039
27	29	140039
27	30	140040
27	31	140040
27	32	140036
27	33	140036
27	34	140036
27	35	140033
27	36	140033
27	37	140033
27	38	140033
27	39	140027
27	40	140027
27	41	140027
27	42	140027
27	43	100008
27	44	100008
27	45	100008
27	46	100009
27	47	100009
27	48	100009
27	49	340003
27	50	340003
27	51	340010
27	52	340010
27	53	340010
28	1	10003
28	2	40002
28	3	10006
28	4	100022
28	5	100022
28	6	100021
28	7	100021
28	8	110004
28	9	110004
28	10	110004
28	11	110004
28	12	110007
28	13	110007
28	14	110007
28	15	110007
28	16	110010
28	17	110010
28	18	110010
28	19	110010
28	20	110017
28	21	110017
28	22	110017
28	23	110021
28	24	110026
28	25	110026
28	26	110002
28	27	110002
28	28	110002
28	29	110002
28	30	110028
28	31	110028
28	32	110028
28	33	140009
28	34	140009
28	35	140012
28	36	140012
28	37	140012
28	38	210003
28	39	210003
28	40	210003
28	41	310000
28	42	310000
28	43	310000
28	44	310005
28	45	340000
28	46	340000
28	47	340000
28	48	340002
28	49	340002
28	50	340007
28	51	340007
28	52	340008
28	53	340008
28	54	340008
28	55	340014
28	56	340014
28	57	340014
28	58	340015
28	59	340015
28	60	440000
28	61	440000
28	62	440000
28	63	440000
29	1	50004
29	2	50005
29	3	50006
29	4	150001
29	5	150001
29	6	150001
29	7	150001
29	8	150003
29	9	150003
29	10	150003
29	11	150003
29	12	150004
29	13	150004
29	14	150004
29	15	150004
29	16	150005
29	17	150005
29	18	150005
29	19	150005
29	20	150006
29	21	150006
29	22	150006
29	23	150021
29	24	150021
29	25	150021
29	26	150034
29	27	150034
29	28	150034
29	29	150016
29	30	150016
29	31	150016
29	32	150017
29	33	150017
29	34	150017
29	35	150017
29	36	150036
29	37	150036
29	38	150036
29	39	150025
29	40	150025
29	41	150025
29	42	350008
29	43	350008
29	44	350008
29	45	350008
29	46	350001
29	47	350001
29	48	350001
29	49	450001
29	50	450001
29	51	350005
29	52	350005
29	53	350005
30	1	90010
30	2	90011
30	3	10005
30	4	110012
30	5	110012
30	6	110012
30	7	110012
30	8	100022
30	9	100022
30	10	110007
30	11	110007
30	12	110007
30	13	110024
30	14	110024
30	15	110024
30	16	110027
30	17	110027
30	18	110027
30	19	110024
30	20	110024
30	21	110012
30	22	110012
30	23	110014
30	24	110014
30	25	110014
30	26	110022
30	27	110022
30	28	110022
30	29	110022
30	30	210005
30	31	210005
30	32	310003
30	33	310003
30	34	310003
30	35	310003
30	36	310003
30	37	310003
30	38	110022
30	39	110015
30	40	110021
30	41	310005
30	42	410002
30	43	410002
30	44	410002
30	45	410002
30	46	110017
30	47	110017
30	48	110017
30	49	110017
30	50	410002
30	51	410002
30	52	410002
30	53	410002
31	1	90002
31	2	90002
31	3	90003
31	4	200000
31	5	200000
32	1	90003
32	2	90003
32	3	90005
32	4	150027
32	5	150027
33	1	90000
33	2	90000
33	3	90002
33	4	150027
33	5	150027
33	6	150027
34	1	90000
34	2	90003
34	3	90003
34	4	150027
34	5	150027
34	6	150027
35	1	90006
35	2	90006
35	3	90006
35	4	340000
35	5	340000
35	6	340000
35	7	340000
36	1	40001
36	2	40001
36	3	40001
36	4	340005
37	1	30005
37	2	30006
37	3	20005
37	4	190018
37	5	190018
37	6	190018
37	7	190018
37	8	190018
37	9	190018
37	10	190018
37	11	190018
37	12	100023
37	13	100023
37	14	100023
37	15	100023
37	16	100023
37	17	100023
37	18	100023
37	19	100023
37	20	190020
37	21	190020
37	22	190020
37	23	190020
37	24	330001
37	25	330001
37	26	330001
37	27	330002
37	28	330002
37	29	330002
37	30	330006
37	31	330006
37	32	330000
37	33	330000
37	34	330000
37	35	330000
37	36	190018
37	37	190018
37	38	190018
37	39	190018
37	40	100023
37	41	100023
37	42	430000
37	43	430002
37	44	430002
37	45	430002
37	46	330016
37	47	330016
37	48	330007
37	49	330007
37	50	330007
37	51	330003
37	52	330003
37	53	330003
38	1	90020
38	2	90009
38	3	40005
38	4	100021
38	5	100021
38	6	130004
38	7	130004
38	8	130004
38	9	130005
38	10	130005
38	11	130005
38	12	130006
38	13	130006
38	14	130006
38	15	130007
38	16	130007
38	17	130007
38	18	130010
38	19	130010
38	20	130010
38	21	140016
38	22	140016
38	23	140016
38	24	140017
38	25	140017
38	26	140017
38	27	140018
38	28	140018
38	29	140018
38	30	140035
38	31	140035
38	32	240000
38	33	240000
38	34	240000
38	35	340000
38	36	340000
38	37	340000
38	38	340002
38	39	340002
38	40	340002
38	41	340006
38	42	340006
38	43	430001
38	44	430001
38	45	430001
38	46	440002
38	47	440002
38	48	440002
38	49	440005
38	50	440005
38	51	440005
38	52	440001
38	53	440001
39	1	50001
39	2	30001
39	3	30001
39	4	330009
39	5	330015
39	6	330004
39	7	330004
39	8	330005
39	9	330001
39	10	330015
39	11	330004
39	12	330007
39	13	330005
39	14	360006
40	1	90019
40	2	30002
40	3	30005
40	4	130000
40	5	130000
40	6	130000
40	7	130013
40	8	130013
40	9	130013
40	10	130013
40	11	130014
40	12	130014
40	13	130014
40	14	130000
40	15	130014
40	16	130015
40	17	130015
40	18	130015
40	19	430004
40	20	130031
40	21	130031
40	22	130032
40	23	130032
40	24	130032
40	25	130032
40	26	130039
40	27	130039
40	28	130039
40	29	130039
40	30	230000
40	31	230000
40	32	230000
40	33	230002
40	34	230002
40	35	230004
40	36	230004
40	37	230004
40	38	230003
40	39	330002
40	40	330002
40	41	330004
40	42	330004
40	43	330008
40	44	330008
40	45	330015
40	46	330015
40	47	330015
40	48	430002
40	49	430002
40	50	430002
40	51	430002
40	52	430004
40	53	430004
41	1	90021
41	2	90021
41	3	90021
41	4	420009
41	5	420009
41	6	420009
41	7	420009
41	8	420009
41	9	420009
41	10	420009
41	11	420009
41	12	420009
41	13	420009
41	14	420009
41	15	420009
41	16	420009
41	17	420009
41	18	420009
41	19	420009
41	20	420009
41	21	420009
41	22	420009
41	23	420009
41	24	420009
41	25	420009
41	26	420009
41	27	420009
41	28	420009
41	29	420009
41	30	420009
41	31	420009
41	32	420009
41	33	420009
41	34	420009
41	35	420009
41	36	420009
41	37	420009
41	38	420009
41	39	420009
41	40	420009
41	41	420009
41	42	420009
41	43	420009
41	44	420009
41	45	420009
41	46	420009
41	47	420009
41	48	420009
41	49	420009
41	50	420009
41	51	420009
41	52	420009
41	53	420009
42	1	90014
42	2	90015
42	3	30005
42	4	100020
42	5	100020
42	6	100020
42	7	130000
42	8	130000
42	9	130000
42	10	130020
42	11	130001
42	12	130001
42	13	130001
42	14	130001
42	15	130003
42	16	130003
42	17	130008
42	18	130008
42	19	130008
42	20	130037
42	21	130012
42	22	130012
42	23	130012
42	24	130015
42	25	130015
42	26	130019
42	27	130019
42	28	130022
42	29	130022
42	30	130022
42	31	130022
42	32	130020
42	33	130037
42	34	300000
42	35	300000
42	36	330000
42	37	330000
42	38	330004
42	39	330004
42	40	330010
42	41	330010
42	42	330011
42	43	330011
42	44	330011
42	45	330013
42	46	430000
42	47	430000
42	48	430001
42	49	430001
42	50	430001
42	51	430002
42	52	430002
42	53	430002
507	1	10006
507	2	10002
507	3	10001
507	4	110007
507	5	110007
507	6	110007
507	7	110007
507	8	110004
507	9	110004
507	10	110004
507	11	110004
507	12	110004
507	13	110004
507	14	110004
507	15	110004
507	16	110010
507	17	110010
507	18	110010
507	19	110010
507	20	110010
507	21	110010
507	22	110010
507	23	110010
507	24	100004
507	25	100004
507	26	100004
507	27	100004
507	28	110029
507	29	110029
507	30	110029
507	31	110029
507	32	110028
507	33	110028
507	34	110028
507	35	110028
507	36	110031
507	37	110031
507	38	110031
507	39	110031
507	40	210003
507	41	210003
507	42	210003
507	43	210003
507	44	210001
507	45	210001
507	46	210001
507	47	210001
507	48	310000
507	49	310000
507	50	310000
507	51	410009
507	52	410009
507	53	410009
512	1	10006
512	2	10003
512	3	10001
512	4	110007
512	5	110007
512	6	110007
512	7	110007
512	8	110033
512	9	110033
512	10	110033
512	11	110033
512	12	110017
512	13	110017
512	14	110017
512	15	110017
512	16	110010
512	17	110010
512	18	110010
512	19	110010
512	20	110033
512	21	110033
512	22	110033
512	23	110033
512	24	110034
512	25	110034
512	26	110034
512	27	110034
512	28	110029
512	29	110029
512	30	110029
512	31	110029
512	32	110028
512	33	110028
512	34	110028
512	35	110028
512	36	110031
512	37	110031
512	38	110031
512	39	110031
512	40	210003
512	41	210003
512	42	210000
512	43	210000
512	44	210000
512	45	210000
512	46	210000
512	47	210000
512	48	110002
512	49	110002
512	50	110002
512	51	110002
512	52	410009
512	53	410009
517	1	10002
517	2	10004
517	3	10001
517	4	410000
517	5	410000
517	6	410000
517	7	410000
517	8	410000
517	9	410000
517	10	410000
517	11	410000
517	12	410000
517	13	410000
517	14	410000
517	15	410000
517	16	110006
517	17	110006
517	18	110006
517	19	110006
517	20	110006
517	21	110006
517	22	110006
517	23	110006
517	24	110011
517	25	110011
517	26	110011
517	27	110011
517	28	110022
517	29	110022
517	30	110022
517	31	110022
517	32	110015
517	33	110015
517	34	110015
517	35	110015
517	36	110022
517	37	110022
517	38	110022
517	39	110022
517	40	110022
517	41	310001
517	42	310001
517	43	310001
517	44	310001
517	45	310004
517	46	310004
517	47	310004
517	48	310004
517	49	410007
517	50	410007
517	51	410007
517	52	410007
517	53	310003
522	1	10003
522	2	10005
522	3	10006
522	4	110017
522	5	110017
522	6	110017
522	7	110017
522	8	110009
522	9	110009
522	10	110009
522	11	110009
522	12	110007
522	13	110007
522	14	110007
522	15	110007
522	16	110007
522	17	110007
522	18	100011
522	19	100011
522	20	100011
522	21	110030
522	22	110030
522	23	110030
522	24	110030
522	25	110032
522	26	110032
522	27	110032
522	28	110032
522	29	110033
522	30	110033
522	31	110033
522	32	110033
522	33	110038
522	34	210003
522	35	210003
522	36	210003
522	37	210003
522	38	210002
522	39	210002
522	40	210002
522	41	410002
522	42	410002
522	43	410002
522	44	410004
522	45	310004
522	46	310004
522	47	310004
522	48	310004
522	49	410004
522	50	410004
522	51	410008
522	52	410008
522	53	410008
500	1	10002
500	2	10004
500	3	10005
500	4	110001
500	5	110001
500	6	110001
500	7	110001
500	8	110003
500	9	110003
500	10	110003
500	11	110003
500	12	110016
500	13	110016
500	14	110016
500	15	110016
500	16	110015
500	17	110015
500	18	110013
500	19	110013
500	20	110013
500	21	110013
500	22	110001
500	23	110001
500	24	110017
500	25	110017
500	26	110011
500	27	110011
500	28	110011
500	29	110011
500	30	110006
500	31	110006
500	32	110006
500	33	110006
500	34	110035
500	35	110035
500	36	110035
500	37	310001
500	38	310001
500	39	310001
500	40	310001
500	41	410000
500	42	410000
500	43	410000
500	44	410000
500	45	410003
500	46	410003
500	47	410003
500	48	410003
500	49	410004
500	50	410004
500	51	410004
500	52	410004
500	53	410005
510	1	40002
510	2	40006
510	3	40001
510	4	140010
510	5	100003
510	6	100003
510	7	100003
510	8	140026
510	9	140026
510	10	140026
510	11	140026
510	12	140027
510	13	140027
510	14	140027
510	15	140027
510	16	140010
510	17	140000
510	18	140000
510	19	140000
510	20	140003
510	21	140003
510	22	140003
510	23	140003
510	24	140010
510	25	140006
510	26	140006
510	27	140006
510	28	140007
510	29	140007
510	30	140007
510	31	140007
510	32	140008
510	33	140008
510	34	140008
510	35	140008
510	36	140031
510	37	140031
510	38	140031
510	39	340000
510	40	340000
510	41	340000
510	42	340000
510	43	340001
510	44	340001
510	45	340001
510	46	340001
510	47	340002
510	48	340002
510	49	340002
510	50	340002
510	51	440000
510	52	440000
510	53	440000
510	54	440000
510	55	440001
510	56	440001
510	57	440001
510	58	440002
510	59	440002
510	60	440002
510	61	440002
510	62	240000
510	63	240000
515	1	40002
515	2	40003
515	3	40006
515	4	140001
515	5	140001
515	6	140001
515	7	140002
515	8	140002
515	9	140002
515	10	140004
515	11	140004
515	12	140004
515	13	140004
515	14	140010
515	15	140010
515	16	140013
515	17	140013
515	18	140013
515	19	140015
515	20	140015
515	21	140016
515	22	140016
515	23	140018
515	24	140018
515	25	140019
515	26	140025
515	27	140025
515	28	140025
515	29	140025
515	30	140026
515	31	140026
515	32	140026
515	33	140027
515	34	140027
515	35	140027
515	36	140027
515	37	140035
515	38	140035
515	39	340000
515	40	340000
515	41	340000
515	42	240001
515	43	240001
515	44	240000
515	45	240000
515	46	240000
515	47	340001
515	48	340001
515	49	340001
515	50	340008
515	51	340008
515	52	340010
515	53	440000
515	54	440000
515	55	440000
515	56	340015
515	57	340015
515	58	440002
515	59	440002
515	60	440002
515	61	440002
515	62	440005
515	63	440005
501	1	40002
501	2	40003
501	3	50001
501	4	140001
501	5	140001
501	6	140001
501	7	140002
501	8	140002
501	9	140002
501	10	140004
501	11	140004
501	12	140004
501	13	140004
501	14	140010
501	15	140010
501	16	140013
501	17	140013
501	18	140013
501	19	140015
501	20	140015
501	21	140016
501	22	140016
501	23	140018
501	24	140018
501	25	140019
501	26	140025
501	27	140025
501	28	140025
501	29	140025
501	30	140026
501	31	140026
501	32	140026
501	33	140027
501	34	140027
501	35	140027
501	36	140027
501	37	140035
501	38	140035
501	39	340000
501	40	340000
501	41	350001
501	42	240001
501	43	240001
501	44	240000
501	45	240000
501	46	350001
501	47	350001
