skill_id	skill_id2	condition	cost	last	type	fcamp	ftarget	fselect	fs_arg	farg	frepeat	fparm	nwork	ntype	ncamp	ntarget	nselect	ns_arg	narg	nrepeat
40001	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40002	1	30	3	1	1	3	2	8	0	3,-2	1	0	0	0	0	0	0	0	0	0
40002	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40002	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40002	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40003	1	30	2	1	1	2	1	8	0	2,-2	1	0	0	0	0	0	0	0	0	0
40003	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40003	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40003	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40004	1	30	2	1	1	3	2	8	0	1,1	1	0	0	0	0	0	0	0	0	0
40004	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40004	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40004	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40005	1	30	4	2	1	1	2	9	0	1,2,1	1	0	0	0	0	0	0	0	0	0
40005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40005	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40005	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40006	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40006	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40006	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40006	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50001	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50001	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50001	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50001	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50002	1	30	2	2	1	3	2	8	0	1,1,1#2,1,1	1	0	0	0	0	0	0	0	0	0
50002	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50002	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50002	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50003	1	30	2	2	14	1	2	8	0	29,1	1	0	0	0	0	0	0	0	0	0
50003	2	30	0	2	10	1	2	8	0	29,1	1	0	0	0	0	0	0	0	0	0
50003	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50003	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50004	1	30	3	1	1	3	2	8	0	1,1#2,1	1	0	0	0	0	0	0	0	0	0
50004	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50004	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50004	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50005	1	30	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50005	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50005	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50006	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50006	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50006	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50006	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100000	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100001	1	1	0	3	1	3	2	10	1,1030	1,1#2,1	0	0	0	0	0	0	0	0	0	0
100001	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100001	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100001	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100002	1	1	0	3	10	1	4	0	0	35,1	0	0	0	0	0	0	0	0	0	0
100002	2	3	0	1	4	3	11	9	0	40,1	1	0	0	0	0	0	0	0	0	0
100002	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100002	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100003	1	11	0	2	1	1	4	0	0	1,3,1	1	0	0	0	0	0	0	0	0	0
100003	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100003	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100003	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100004	1	1	0	3	10	1	4	0	0	35,1	0	0	0	0	0	0	0	0	0	0
100004	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100004	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100004	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100005	1	1	0	3	10	1	4	0	0	25,1	0	0	0	0	0	0	0	0	0	0
100005	2	1	0	3	10	1	4	0	0	12,1	0	0	0	0	0	0	0	0	0	0
100005	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100005	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100006	1	25	0	1	1	1	4	0	0	1,-1	1	0	0	0	0	0	0	0	0	0
100006	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100006	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100006	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100007	1	1	0	3	10	1	4	0	0	26,1	0	0	0	0	0	0	0	0	0	0
100007	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100007	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100007	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100008	1	3	0	1	1	2	3	9	4,1	3,-2	1	0	0	0	0	0	0	0	0	0
100008	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100008	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100008	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100009	1	1	0	3	10	1	4	0	0	10,1	0	0	0	0	0	0	0	0	0	0
100009	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100009	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100009	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100010	1	3	0	1	1	1	1	9	0	2,4	1	0	0	0	0	0	0	0	0	0
100010	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100010	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100010	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100011	1	6	0	1	1	1	4	0	0	3,9999	1	0	0	0	0	0	0	0	0	0
100011	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100011	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100011	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100012	1	98	0	3	0	0	0	0	0	98,1	0	0	0	0	0	0	0	0	0	0
100012	2	1	0	3	10	1	4	0	0	35,1	0	0	0	0	0	0	0	0	0	0
100012	3	1	0	3	10	1	4	0	0	14,1	0	0	0	0	0	0	0	0	0	0
100012	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110000	1	1	0	3	10	1	4	0	0	12,1	0	0	0	0	0	0	0	0	0	0
110000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110000	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110001	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110001	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110001	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110001	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110002	1	1	0	3	10	1	4	0	0	8,1	0	0	0	0	0	0	0	0	0	0
110002	2	1	0	3	10	1	4	0	0	9,1	0	0	0	0	0	0	0	0	0	0
110002	3	1	0	3	2	1	15	2	0	0	0	2	1	1	1	4	0	0	1,2#2,2	1
110002	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110003	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110003	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110003	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110003	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110004	1	1	0	3	10	1	4	0	0	35,1	0	0	0	0	0	0	0	0	0	0
110004	2	30	0	1	1	3	2	8	0	3,1	1	0	0	0	0	0	0	0	0	0
110004	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110004	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110005	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110005	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110005	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110006	1	1	0	3	1	1	2	10	1,1032	2,1	0	0	0	0	0	0	0	0	0	0
110006	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110006	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110006	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110007	1	2	0	1	7	3	2	8	0	39,1	1	0	0	0	0	0	0	0	0	0
110007	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110007	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110007	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110008	1	1	0	3	1	1	2	10	1,1032	1,1	0	0	0	0	0	0	0	0	0	0
110008	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110008	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110008	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110009	1	1	0	3	10	1	4	0	0	12,1	0	0	0	0	0	0	0	0	0	0
110009	2	1	0	3	10	1	4	0	0	27,1	0	0	0	0	0	0	0	0	0	0
110009	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110009	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110010	1	2	0	1	1	1	1	0	0	3,2	1	0	0	0	0	0	0	0	0	0
110010	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110010	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110010	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110011	1	16	0	1	1	2	2	11	0	3,-1	1	0	0	0	0	0	0	0	0	0
110011	2	11	0	1	1	2	2	11	0	3,-1	1	0	0	0	0	0	0	0	0	0
110011	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110011	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110012	1	1	0	3	10	1	4	0	0	12,1	0	0	0	0	0	0	0	0	0	0
110012	2	1	0	3	10	1	4	0	0	27,1	0	0	0	0	0	0	0	0	0	0
110012	3	33	0	1	3	1	7	9	0	21,190000	1	0	0	0	0	0	0	0	0	0
110012	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110013	1	2	0	2	1	1	2	9	0	1,1,1#2,1,1	1	0	0	0	0	0	0	0	0	0
110013	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110013	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110013	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110014	1	1	0	3	10	1	4	0	0	8,1	0	0	0	0	0	0	0	0	0	0
110014	2	1	0	3	10	1	4	0	0	12,1	0	0	0	0	0	0	0	0	0	0
110014	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110014	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110015	1	1	0	3	1	1	2	10	31,1	1,1#2,1	0	0	0	0	0	0	0	0	0	0
110015	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110015	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110015	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110016	1	1	0	3	10	1	4	0	0	12,1	0	0	0	0	0	0	0	0	0	0
110016	2	1	0	3	13	1	2	10	1,1032	12,1	0	0	0	0	0	0	0	0	0	0
110016	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110016	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110017	1	25	0	1	1	1	2	9	0	3,1	1	0	0	0	0	0	0	0	0	0
110017	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110017	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110017	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110018	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110018	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110018	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110018	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110019	1	1	0	3	10	1	4	0	0	8,1	0	0	0	0	0	0	0	0	0	0
110019	2	1	0	3	10	1	4	0	0	6,1	0	0	0	0	0	0	0	0	0	0
110019	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110019	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110020	1	1	0	3	10	1	4	0	0	8,1	0	0	0	0	0	0	0	0	0	0
110020	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110020	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110020	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110021	1	98	0	3	0	0	0	0	0	98,1	0	0	0	0	0	0	0	0	0	0
110021	2	1	0	3	10	1	4	0	0	8,1	0	0	0	0	0	0	0	0	0	0
110021	3	1	0	3	10	1	4	0	0	9,1	0	0	0	0	0	0	0	0	0	0
110021	4	26	0	1	1	1	2	9	0	1,1#2,1	1	0	0	0	0	0	0	0	0	0
110022	1	1	0	3	10	1	4	0	0	12,1	0	0	0	0	0	0	0	0	0	0
110022	2	1	0	3	1	1	2	10	1,1032	1,1#2,1	0	0	0	0	0	0	0	0	0	0
110022	3	1	0	3	13	1	2	10	1,1032	12,1	0	0	0	0	0	0	0	0	0	0
110022	4	2	0	1	3	1	7	9	0	21,190000	3	0	0	0	0	0	0	0	0	0
110023	1	1	0	3	10	1	4	0	0	8,1	0	0	0	0	0	0	0	0	0	0
110023	2	11	0	1	6	1	8	15	4,1	4,1	1	0	0	0	0	0	0	0	0	0
110023	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110023	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110024	1	1	0	3	10	1	4	0	0	25,1	0	0	0	0	0	0	0	0	0	0
110024	2	1	0	3	10	1	4	0	0	35,1	0	0	0	0	0	0	0	0	0	0
110024	3	1	0	3	1	1	2	10	31,1	1,2#2,2	0	0	0	0	0	0	0	0	0	0
110024	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110025	1	1	0	3	10	1	4	0	0	8,1	0	0	0	0	0	0	0	0	0	0
110025	2	1	0	3	10	1	4	0	0	27,1	0	0	0	0	0	0	0	0	0	0
110025	3	2	0	1	14	1	3	9	0	29,9999	1	0	0	0	0	0	0	0	0	0
110025	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110026	1	1	0	3	10	1	4	0	0	12,1	0	0	0	0	0	0	0	0	0	0
110026	2	1	0	3	13	2	2	9	16,8	30,2	1	0	0	0	0	0	0	0	0	0
110026	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110026	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110027	1	98	0	3	0	0	0	0	0	98,1	0	0	0	0	0	0	0	0	0	0
110027	2	1	0	3	10	1	4	0	0	28,1	0	0	0	0	0	0	0	0	0	0
110027	3	1	0	3	10	1	4	0	0	29,9999	0	0	0	0	0	0	0	0	0	0
110027	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120000	1	1	0	3	10	1	4	0	0	8,1	0	0	0	0	0	0	0	0	0	0
120000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120000	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120001	1	2	0	4	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120001	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120001	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120001	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120002	1	1	0	3	10	1	4	0	0	25,1	0	0	0	0	0	0	0	0	0	0
120002	2	1	0	3	10	1	4	0	0	35,1	0	0	0	0	0	0	0	0	0	0
120002	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120002	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120003	1	1	0	3	10	1	4	0	0	8,1	0	0	0	0	0	0	0	0	0	0
120003	2	3	0	1	4	1	11	0	0	40,1	1	0	0	0	0	0	0	0	0	0
120003	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120003	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120004	1	1	0	3	10	1	4	0	0	35,1	0	0	0	0	0	0	0	0	0	0
120004	2	2	0	1	4	1	11	0	0	40,1	1	0	0	0	0	0	0	0	0	0
120004	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120004	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120005	1	2	0	1	6	3	2	8	0	4,1	1	0	0	0	0	0	0	0	0	0
120005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120005	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120005	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120006	1	33	0	1	4	1	11	0	0	40,1	1	0	0	0	0	0	0	0	0	0
120006	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120006	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120006	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120007	1	1	0	3	10	1	4	0	0	8,1	0	0	0	0	0	0	0	0	0	0
